snapshot_id,hospital_id,snapshot_time,ed_beds_available,icu_beds_available,ct_available,cath_lab_available,trauma_bays_available,ventilators_available,isolation_beds_available,blood_o_units_available,nurse_team_available,crowding_index
RS0000869,H004,2025/11/29 20:00,1,0,0,0,0,0,5,16,1,1
RS0000870,H005,2025/11/29 20:00,5,0,1,1,1,2,0,8,1,0.998
RS0000871,H001,2025/11/30 00:00,8,0,1,1,2,4,7,15,1,0.891
RS0000872,H002,2025/11/30 00:00,8,0,1,1,0,6,2,14,1,0.644
RS0000873,H003,2025/11/30 00:00,5,4,1,0,1,3,1,9,1,0.798
RS0000874,H004,2025/11/30 00:00,7,0,1,0,1,2,4,9,1,0.563
RS0000875,H005,2025/11/30 00:00,19,4,1,1,1,7,5,22,1,0.471
RS0000876,H001,2025/11/30 04:00,11,7,1,1,2,4,4,17,1,0.722
RS0000877,H002,2025/11/30 04:00,17,6,1,1,0,4,2,18,1,0.354
RS0000878,H003,2025/11/30 04:00,13,2,1,0,0,1,5,20,1,0.384
RS0000879,H004,2025/11/30 04:00,5,1,1,0,1,1,5,11,0,0.78
RS0000880,H005,2025/11/30 04:00,11,1,1,1,2,6,5,8,1,0.71
RS0000881,H001,2025/11/30 08:00,18,6,1,1,1,4,5,26,1,0.576
RS0000882,H002,2025/11/30 08:00,9,0,1,1,2,0,6,11,1,0.662
RS0000883,H003,2025/11/30 08:00,9,0,1,0,0,4,3,11,0,0.577
RS0000884,H004,2025/11/30 08:00,3,0,1,0,1,0,5,15,0,0.849
RS0000885,H005,2025/11/30 08:00,16,3,1,1,2,8,1,16,1,0.629
RS0000886,H001,2025/11/30 12:00,12,0,1,1,2,0,0,17,1,0.778
RS0000887,H002,2025/11/30 12:00,10,0,1,1,0,2,3,18,1,0.702
RS0000888,H003,2025/11/30 12:00,0,0,1,0,1,0,4,15,1,0.965
RS0000889,H004,2025/11/30 12:00,7,0,0,0,0,3,3,19,1,0.665
RS0000890,H005,2025/11/30 12:00,16,6,1,1,0,4,6,5,1,0.657
RS0000891,H001,2025/11/30 16:00,10,2,1,1,2,2,0,15,1,0.835
RS0000892,H002,2025/11/30 16:00,12,1,1,1,1,2,6,11,1,0.677
RS0000893,H003,2025/11/30 16:00,3,3,1,0,1,4,4,11,1,0.942
RS0000894,H004,2025/11/30 16:00,4,0,1,0,0,4,5,14,1,0.781
RS0000895,H005,2025/11/30 16:00,9,9,1,1,0,0,1,11,1,0.685
RS0000896,H001,2025/11/30 20:00,6,2,1,1,3,4,3,6,1,0.913
RS0000897,H002,2025/11/30 20:00,13,4,1,1,0,3,2,18,1,0.616
RS0000898,H003,2025/11/30 20:00,7,6,1,0,0,1,4,12,1,0.707
RS0000899,H004,2025/11/30 20:00,6,0,1,0,0,0,5,8,1,0.546
RS0000900,H005,2025/11/30 20:00,8,2,1,1,2,3,5,14,1,0.807
RS0000901,H001,2025/12/1 00:00,14,2,1,0,2,3,4,25,1,0.638
RS0000902,H002,2025/12/1 00:00,13,8,1,1,2,1,6,22,1,0.603
RS0000903,H003,2025/12/1 00:00,8,8,0,0,1,0,5,24,1,0.572
RS0000904,H004,2025/12/1 00:00,6,1,1,0,0,4,3,26,1,0.557
RS0000905,H005,2025/12/1 00:00,10,6,1,0,1,6,2,14,0,0.821
RS0000906,H001,2025/12/1 04:00,15,2,1,1,2,2,5,18,1,0.748
RS0000907,H002,2025/12/1 04:00,9,1,1,1,1,5,6,13,1,0.73
RS0000908,H003,2025/12/1 04:00,7,0,1,0,1,1,6,10,1,0.741
RS0000909,H004,2025/12/1 04:00,0,0,1,0,1,0,6,27,1,1
RS0000910,H005,2025/12/1 04:00,13,2,1,1,2,6,4,23,1,0.773
RS0000911,H001,2025/12/1 08:00,14,9,1,1,1,3,7,23,1,0.768
RS0000912,H002,2025/12/1 08:00,3,2,1,1,0,4,6,18,1,0.909
RS0000913,H003,2025/12/1 08:00,9,0,1,0,0,1,3,22,1,0.603
RS0000914,H004,2025/12/1 08:00,5,0,1,0,0,3,5,20,1,0.79
RS0000915,H005,2025/12/1 08:00,9,7,0,1,2,7,7,11,1,0.805
RS0000916,H001,2025/12/1 12:00,3,3,1,1,0,5,2,12,1,0.96
RS0000917,H002,2025/12/1 12:00,10,2,1,1,1,2,5,8,1,0.719
RS0000918,H003,2025/12/1 12:00,4,3,1,0,0,4,10,12,0,0.928
RS0000919,H004,2025/12/1 12:00,3,0,1,0,1,1,4,16,1,0.784
RS0000920,H005,2025/12/1 12:00,9,1,1,1,1,4,6,22,1,0.743
RS0000921,H001,2025/12/1 16:00,11,4,1,0,1,4,4,14,1,0.732
RS0000922,H002,2025/12/1 16:00,13,6,1,1,1,2,4,14,1,0.655
RS0000923,H003,2025/12/1 16:00,0,0,0,0,0,1,3,12,1,1
RS0000924,H004,2025/12/1 16:00,5,0,1,0,0,0,5,13,0,0.755
RS0000925,H005,2025/12/1 16:00,16,5,1,1,0,5,2,10,1,0.561
RS0000926,H001,2025/12/1 20:00,13,6,1,1,3,4,4,9,1,0.617
RS0000927,H002,2025/12/1 20:00,0,4,1,1,0,4,3,7,1,1
RS0000928,H003,2025/12/1 20:00,7,5,1,0,1,1,3,11,1,0.735
RS0000929,H004,2025/12/1 20:00,0,1,1,0,0,2,5,22,1,1
RS0000930,H005,2025/12/1 20:00,10,3,1,1,1,5,5,7,1,0.849
RS0000931,H001,2025/12/2 00:00,12,2,1,1,2,3,0,17,1,0.752
RS0000932,H002,2025/12/2 00:00,14,0,0,1,0,0,7,14,1,0.489
RS0000933,H003,2025/12/2 00:00,4,2,1,0,0,7,7,16,1,0.86
RS0000934,H004,2025/12/2 00:00,3,0,1,0,1,0,5,10,1,0.808
RS0000935,H005,2025/12/2 00:00,10,5,1,1,0,6,6,25,1,0.643
RS0000936,H001,2025/12/2 04:00,16,7,1,0,2,8,3,7,1,0.712
RS0000937,H002,2025/12/2 04:00,8,1,1,1,2,3,2,12,1,0.701
RS0000938,H003,2025/12/2 04:00,3,3,1,0,2,3,0,13,1,1
RS0000939,H004,2025/12/2 04:00,6,0,1,0,0,5,0,16,1,0.605
RS0000940,H005,2025/12/2 04:00,12,6,0,1,1,4,3,28,1,0.647
RS0000941,H001,2025/12/2 08:00,16,4,1,1,2,7,4,22,1,0.703
RS0000942,H002,2025/12/2 08:00,11,5,1,1,1,7,6,25,1,0.577
RS0000943,H003,2025/12/2 08:00,7,4,1,0,0,5,3,22,1,0.63
RS0000944,H004,2025/12/2 08:00,3,3,1,0,1,6,6,9,1,0.948
RS0000945,H005,2025/12/2 08:00,16,2,1,1,1,4,1,18,1,0.627
RS0000946,H001,2025/12/2 12:00,8,3,1,1,2,4,2,11,1,0.827
RS0000947,H002,2025/12/2 12:00,7,5,1,1,2,1,4,13,1,0.684
RS0000948,H003,2025/12/2 12:00,4,5,1,0,0,1,4,15,1,0.848
RS0000949,H004,2025/12/2 12:00,1,0,1,0,1,4,5,1,1,1
RS0000950,H005,2025/12/2 12:00,12,5,1,1,1,5,4,15,1,0.804
RS0000951,H001,2025/12/2 16:00,10,0,1,1,1,8,3,16,1,0.675
RS0000952,H002,2025/12/2 16:00,13,5,1,1,0,2,4,14,1,0.708
RS0000953,H003,2025/12/2 16:00,6,5,1,0,0,0,3,23,1,0.652
RS0000954,H004,2025/12/2 16:00,9,4,1,0,1,1,1,8,1,0.378
RS0000955,H005,2025/12/2 16:00,14,0,1,1,0,3,3,14,1,0.753
RS0000956,H001,2025/12/2 20:00,8,6,1,1,0,8,3,5,1,0.893
RS0000957,H002,2025/12/2 20:00,0,4,1,1,2,4,0,7,1,1
RS0000958,H003,2025/12/2 20:00,3,0,1,0,1,5,7,8,1,0.834
RS0000959,H004,2025/12/2 20:00,7,1,1,0,0,6,2,11,1,0.629
RS0000960,H005,2025/12/2 20:00,11,4,1,1,0,4,3,15,1,0.8
RS0000961,H001,2025/12/3 00:00,16,4,1,1,2,2,5,17,1,0.767
RS0000962,H002,2025/12/3 00:00,2,0,1,1,1,4,3,19,1,1
RS0000963,H003,2025/12/3 00:00,3,6,1,0,2,0,4,23,1,0.778
RS0000964,H004,2025/12/3 00:00,4,0,1,0,1,0,3,17,1,0.75
RS0000965,H005,2025/12/3 00:00,21,5,1,1,1,6,4,16,1,0.413
RS0000966,H001,2025/12/3 04:00,10,6,1,1,0,8,5,23,1,0.757
RS0000967,H002,2025/12/3 04:00,7,2,1,1,1,2,3,19,1,0.802
RS0000968,H003,2025/12/3 04:00,8,3,1,0,0,4,4,8,1,0.591
RS0000969,H004,2025/12/3 04:00,8,1,1,0,0,2,8,17,1,0.529
RS0000970,H005,2025/12/3 04:00,20,4,1,1,0,7,2,12,1,0.573
RS0000971,H001,2025/12/3 08:00,20,3,1,1,0,6,0,16,1,0.666
RS0000972,H002,2025/12/3 08:00,8,5,1,1,1,0,2,12,1,0.834
RS0000973,H003,2025/12/3 08:00,8,2,1,0,0,4,5,15,1,0.573
RS0000974,H004,2025/12/3 08:00,13,4,1,0,0,3,2,28,1,0.19
RS0000975,H005,2025/12/3 08:00,15,6,1,1,2,5,4,16,1,0.654
RS0000976,H001,2025/12/3 12:00,10,3,1,0,1,6,3,20,1,0.784
RS0000977,H002,2025/12/3 12:00,11,0,1,1,0,3,6,22,1,0.694
RS0000978,H003,2025/12/3 12:00,5,0,1,0,0,1,1,14,1,0.797
RS0000979,H004,2025/12/3 12:00,10,2,1,0,0,1,4,18,1,0.307
RS0000980,H005,2025/12/3 12:00,8,6,1,1,3,2,3,8,1,0.834
RS0000981,H001,2025/12/3 16:00,14,1,1,1,1,3,7,14,1,0.74
RS0000982,H002,2025/12/3 16:00,6,4,1,1,0,1,4,16,1,0.836
RS0000983,H003,2025/12/3 16:00,7,0,1,0,2,2,1,17,1,0.742
RS0000984,H004,2025/12/3 16:00,6,1,1,0,1,0,1,18,1,0.55
RS0000985,H005,2025/12/3 16:00,0,4,1,1,1,5,2,24,1,1
RS0000986,H001,2025/12/3 20:00,13,5,1,1,0,4,4,8,1,0.711
RS0000987,H002,2025/12/3 20:00,2,8,1,1,0,5,2,14,1,1
RS0000988,H003,2025/12/3 20:00,8,2,1,0,2,3,6,6,1,0.736
RS0000989,H004,2025/12/3 20:00,6,0,1,0,0,0,4,15,1,0.555
RS0000990,H005,2025/12/3 20:00,5,7,1,1,3,4,1,17,1,0.897
RS0000991,H001,2025/12/4 00:00,17,6,0,1,2,4,7,9,1,0.499
RS0000992,H002,2025/12/4 00:00,16,10,1,1,0,0,4,24,1,0.425
RS0000993,H003,2025/12/4 00:00,7,4,1,0,1,1,1,14,1,0.821
RS0000994,H004,2025/12/4 00:00,0,0,1,0,0,6,5,21,1,0.977
RS0000995,H005,2025/12/4 00:00,20,9,1,1,2,7,3,13,1,0.412
RS0000996,H001,2025/12/4 04:00,9,6,1,1,1,7,4,19,1,0.893
RS0000997,H002,2025/12/4 04:00,13,5,1,0,0,4,4,17,1,0.691
RS0000998,H003,2025/12/4 04:00,4,2,1,0,1,3,4,20,1,0.856
RS0000999,H004,2025/12/4 04:00,0,3,1,0,0,0,3,16,1,1
RS0001000,H005,2025/12/4 04:00,13,5,1,1,1,6,5,9,1,0.653
RS0001001,H001,2025/12/4 08:00,17,8,1,1,1,5,7,20,1,0.66
RS0001002,H002,2025/12/4 08:00,12,0,1,1,1,2,4,12,1,0.748
RS0001003,H003,2025/12/4 08:00,9,1,1,0,2,3,8,14,1,0.773
RS0001004,H004,2025/12/4 08:00,5,0,0,0,1,0,3,10,1,0.599
RS0001005,H005,2025/12/4 08:00,12,8,1,1,1,7,4,18,1,0.662
RS0001006,H001,2025/12/4 12:00,12,0,1,1,2,2,6,19,1,0.671
RS0001007,H002,2025/12/4 12:00,11,4,1,1,0,3,3,21,1,0.694
RS0001008,H003,2025/12/4 12:00,3,5,0,0,0,0,5,8,1,0.999
RS0001009,H004,2025/12/4 12:00,10,1,1,0,0,0,4,7,1,0.394
RS0001010,H005,2025/12/4 12:00,12,5,1,1,2,4,3,7,1,0.652
RS0001011,H001,2025/12/4 16:00,1,6,1,1,0,4,2,10,1,1
RS0001012,H002,2025/12/4 16:00,11,4,1,1,0,1,7,21,0,0.568
RS0001013,H003,2025/12/4 16:00,2,6,0,0,0,4,6,14,1,0.964
RS0001014,H004,2025/12/4 16:00,0,0,1,0,1,0,1,22,1,1
RS0001015,H005,2025/12/4 16:00,12,0,1,1,2,3,1,24,1,0.709
RS0001016,H001,2025/12/4 20:00,10,4,1,1,1,4,4,13,1,0.805
RS0001017,H002,2025/12/4 20:00,6,2,1,1,1,2,5,18,1,0.788
RS0001018,H003,2025/12/4 20:00,6,0,1,0,0,1,4,20,1,0.726
RS0001019,H004,2025/12/4 20:00,8,1,1,0,0,1,4,16,1,0.477
RS0001020,H005,2025/12/4 20:00,9,0,1,1,3,5,4,17,1,0.891
RS0001021,H001,2025/12/5 00:00,15,6,1,1,3,5,2,10,1,0.553
RS0001022,H002,2025/12/5 00:00,9,8,1,1,1,3,3,19,1,0.702
RS0001023,H003,2025/12/5 00:00,14,6,1,0,2,2,5,20,0,0.469
RS0001024,H004,2025/12/5 00:00,5,1,1,0,0,0,4,17,1,0.756
RS0001025,H005,2025/12/5 00:00,12,9,1,1,0,9,4,17,1,0.706
RS0001026,H001,2025/12/5 04:00,10,9,1,1,0,5,4,19,1,0.742
RS0001027,H002,2025/12/5 04:00,3,7,1,1,0,3,5,14,1,0.919
RS0001028,H003,2025/12/5 04:00,8,1,1,0,0,0,2,21,1,0.729
RS0001029,H004,2025/12/5 04:00,4,6,1,0,0,0,5,22,1,0.861
RS0001030,H005,2025/12/5 04:00,8,7,0,1,1,0,4,13,1,0.834
RS0001031,H001,2025/12/5 08:00,12,9,1,1,2,10,4,13,1,0.7
RS0001032,H002,2025/12/5 08:00,6,2,1,1,0,3,5,15,0,0.834
RS0001033,H003,2025/12/5 08:00,1,0,1,0,1,1,8,21,1,1
RS0001034,H004,2025/12/5 08:00,6,0,1,0,0,0,5,22,1,0.713
RS0001035,H005,2025/12/5 08:00,19,6,1,1,0,8,8,12,1,0.523
RS0001036,H001,2025/12/5 12:00,18,4,1,1,1,10,5,13,1,0.57
RS0001037,H002,2025/12/5 12:00,9,3,1,1,2,3,4,12,1,0.654
RS0001038,H003,2025/12/5 12:00,10,4,1,0,2,0,3,12,1,0.59
RS0001039,H004,2025/12/5 12:00,0,0,0,0,0,0,6,15,1,1
RS0001040,H005,2025/12/5 12:00,8,2,1,1,1,0,3,14,1,0.748
RS0001041,H001,2025/12/5 16:00,11,5,1,1,1,3,4,13,1,0.797
RS0001042,H002,2025/12/5 16:00,8,6,1,1,1,2,4,24,1,0.798
RS0001043,H003,2025/12/5 16:00,6,0,1,0,1,1,5,2,1,0.671
RS0001044,H004,2025/12/5 16:00,5,3,1,0,0,1,0,7,0,0.825
RS0001045,H005,2025/12/5 16:00,13,1,1,1,4,1,6,18,1,0.75
RS0001046,H001,2025/12/5 20:00,15,3,1,1,1,4,0,11,1,0.653
RS0001047,H002,2025/12/5 20:00,12,0,1,1,2,4,4,14,1,0.559
RS0001048,H003,2025/12/5 20:00,5,4,1,0,1,0,5,29,1,0.837
RS0001049,H004,2025/12/5 20:00,4,5,1,0,0,0,4,13,1,0.84
RS0001050,H005,2025/12/5 20:00,11,1,1,1,2,9,3,16,1,0.629
RS0001051,H001,2025/12/6 00:00,8,7,1,1,1,4,7,24,1,0.941
RS0001052,H002,2025/12/6 00:00,12,0,1,1,0,0,2,16,1,0.572
RS0001053,H003,2025/12/6 00:00,12,5,1,0,0,2,1,23,1,0.461
RS0001054,H004,2025/12/6 00:00,0,2,1,0,1,0,5,23,0,1
RS0001055,H005,2025/12/6 00:00,16,2,1,1,2,5,2,15,1,0.706
RS0001056,H001,2025/12/6 04:00,9,5,1,1,2,1,8,25,1,0.838
RS0001057,H002,2025/12/6 04:00,11,3,1,1,0,6,3,19,1,0.544
RS0001058,H003,2025/12/6 04:00,9,2,1,0,1,2,7,15,1,0.634
RS0001059,H004,2025/12/6 04:00,1,0,1,0,1,6,4,11,1,0.97
RS0001060,H005,2025/12/6 04:00,10,6,0,0,1,4,3,19,1,0.784
RS0001061,H001,2025/12/6 08:00,10,12,1,1,1,9,1,13,1,0.789
RS0001062,H002,2025/12/6 08:00,11,5,1,1,0,2,5,9,1,0.657
RS0001063,H003,2025/12/6 08:00,4,0,1,0,1,0,6,15,1,0.847
RS0001064,H004,2025/12/6 08:00,4,1,1,0,0,3,2,19,1,0.877
RS0001065,H005,2025/12/6 08:00,14,4,1,1,0,5,4,21,1,0.666
RS0001066,H001,2025/12/6 12:00,9,4,1,1,1,1,2,13,1,0.918
RS0001067,H002,2025/12/6 12:00,11,3,1,1,0,2,2,11,1,0.567
RS0001068,H003,2025/12/6 12:00,15,3,1,0,0,2,3,12,1,0.435
RS0001069,H004,2025/12/6 12:00,5,0,1,0,0,2,0,15,1,0.779
RS0001070,H005,2025/12/6 12:00,6,0,1,1,1,3,2,11,1,0.834
RS0001071,H001,2025/12/6 16:00,9,3,1,1,0,1,2,19,1,0.794
RS0001072,H002,2025/12/6 16:00,8,9,1,1,0,2,5,13,1,0.811
RS0001073,H003,2025/12/6 16:00,6,0,1,0,0,1,6,14,1,0.759
RS0001074,H004,2025/12/6 16:00,7,3,1,0,0,0,2,13,1,0.621
RS0001075,H005,2025/12/6 16:00,9,0,1,1,1,6,1,10,1,0.671
RS0001076,H001,2025/12/6 20:00,8,0,1,1,0,1,3,12,1,0.767
RS0001077,H002,2025/12/6 20:00,6,5,1,1,1,5,4,17,1,0.715
RS0001078,H003,2025/12/6 20:00,8,2,1,0,0,1,6,17,1,0.577
RS0001079,H004,2025/12/6 20:00,0,3,1,0,0,2,3,10,1,0.927
RS0001080,H005,2025/12/6 20:00,6,3,1,1,2,3,4,13,1,0.956
RS0001081,H001,2025/12/7 00:00,16,5,1,1,2,5,4,16,1,0.731
RS0001082,H002,2025/12/7 00:00,10,7,1,1,2,2,4,17,1,0.738
RS0001083,H003,2025/12/7 00:00,5,5,0,0,0,4,4,17,1,0.89
RS0001084,H004,2025/12/7 00:00,10,5,1,0,1,4,3,5,1,0.275
RS0001085,H005,2025/12/7 00:00,15,2,1,1,1,6,6,16,1,0.528
RS0001086,H001,2025/12/7 04:00,8,7,1,1,2,4,7,20,1,0.931
RS0001087,H002,2025/12/7 04:00,17,2,1,1,2,2,4,13,1,0.533
RS0001088,H003,2025/12/7 04:00,8,5,1,0,1,3,0,20,1,0.578
RS0001089,H004,2025/12/7 04:00,1,3,1,0,0,2,5,16,1,0.878
RS0001090,H005,2025/12/7 04:00,13,3,1,1,1,2,5,21,1,0.664
RS0001091,H001,2025/12/7 08:00,8,10,1,0,3,4,4,19,1,0.789
RS0001092,H002,2025/12/7 08:00,9,1,0,1,1,2,3,14,1,0.704
RS0001093,H003,2025/12/7 08:00,5,3,1,0,1,0,9,6,1,0.705
RS0001094,H004,2025/12/7 08:00,2,5,1,0,1,2,0,13,1,0.812
RS0001095,H005,2025/12/7 08:00,9,2,1,1,0,3,5,15,1,0.703
RS0001096,H001,2025/12/7 12:00,4,9,1,1,1,4,5,12,1,0.886
RS0001097,H002,2025/12/7 12:00,11,3,1,1,0,2,5,14,1,0.602
RS0001098,H003,2025/12/7 12:00,7,0,1,0,0,2,3,8,1,0.791
RS0001099,H004,2025/12/7 12:00,0,0,1,0,1,0,6,9,1,0.999
RS0001100,H005,2025/12/7 12:00,15,4,1,1,1,4,4,15,1,0.611
RS0001101,H001,2025/12/7 16:00,11,2,1,1,0,4,2,10,1,0.737
RS0001102,H002,2025/12/7 16:00,5,3,1,1,1,1,3,12,1,0.743
RS0001103,H003,2025/12/7 16:00,0,0,1,0,0,2,1,16,1,0.989
RS0001104,H004,2025/12/7 16:00,6,6,1,0,0,1,1,21,1,0.669
RS0001105,H005,2025/12/7 16:00,11,2,1,1,0,4,3,21,0,0.702
RS0001106,H001,2025/12/7 20:00,5,3,1,1,2,8,3,13,1,0.802
RS0001107,H002,2025/12/7 20:00,0,0,1,1,1,1,4,9,1,0.901
RS0001108,H003,2025/12/7 20:00,8,3,1,0,0,5,4,20,1,0.638
RS0001109,H004,2025/12/7 20:00,2,6,1,0,0,1,4,7,1,0.855
RS0001110,H005,2025/12/7 20:00,14,9,0,1,0,2,2,26,1,0.539
RS0001111,H001,2025/12/8 00:00,15,2,1,1,1,3,6,17,1,0.653
RS0001112,H002,2025/12/8 00:00,10,7,1,1,1,5,2,24,1,0.723
RS0001113,H003,2025/12/8 00:00,12,5,1,0,1,1,2,18,1,0.439
RS0001114,H004,2025/12/8 00:00,0,0,1,0,0,2,4,14,1,1
RS0001115,H005,2025/12/8 00:00,14,6,1,1,0,4,3,9,1,0.55
RS0001116,H001,2025/12/8 04:00,22,5,1,1,0,7,2,16,1,0.584
RS0001117,H002,2025/12/8 04:00,8,7,1,1,0,5,5,24,1,0.676
RS0001118,H003,2025/12/8 04:00,3,0,1,0,0,2,8,18,1,1
RS0001119,H004,2025/12/8 04:00,3,0,1,0,0,3,8,19,1,0.736
RS0001120,H005,2025/12/8 04:00,13,5,1,1,1,7,2,25,1,0.622
RS0001121,H001,2025/12/8 08:00,4,4,1,1,1,7,3,16,1,0.813
RS0001122,H002,2025/12/8 08:00,12,2,1,0,2,5,6,16,1,0.541
RS0001123,H003,2025/12/8 08:00,5,0,1,0,0,1,3,22,0,0.803
RS0001124,H004,2025/12/8 08:00,2,7,1,0,0,0,4,23,1,0.882
RS0001125,H005,2025/12/8 08:00,12,1,1,1,1,3,4,20,1,0.75
RS0001126,H001,2025/12/8 12:00,12,2,1,0,1,6,8,9,1,0.719
RS0001127,H002,2025/12/8 12:00,10,0,1,1,1,3,5,13,1,0.686
RS0001128,H003,2025/12/8 12:00,0,0,1,0,0,0,3,7,1,1
RS0001129,H004,2025/12/8 12:00,3,6,1,0,1,1,2,15,1,0.821
RS0001130,H005,2025/12/8 12:00,9,4,1,1,1,4,5,14,1,0.845
RS0001131,H001,2025/12/8 16:00,5,4,1,1,2,3,5,15,1,0.999
RS0001132,H002,2025/12/8 16:00,9,0,1,1,0,3,0,10,1,0.74
RS0001133,H003,2025/12/8 16:00,4,1,1,0,0,5,6,11,1,0.802
RS0001134,H004,2025/12/8 16:00,6,0,1,0,0,0,6,12,1,0.694
RS0001135,H005,2025/12/8 16:00,7,5,1,1,2,1,3,12,1,0.937
RS0001136,H001,2025/12/8 20:00,8,2,1,1,1,2,4,10,0,0.806
RS0001137,H002,2025/12/8 20:00,9,6,1,1,2,5,4,16,1,0.812
RS0001138,H003,2025/12/8 20:00,7,1,1,0,0,1,2,5,1,0.794
RS0001139,H004,2025/12/8 20:00,0,0,1,0,0,2,9,13,1,1
RS0001140,H005,2025/12/8 20:00,10,4,1,1,0,3,6,18,1,0.761
RS0001141,H001,2025/12/9 00:00,13,7,1,1,1,8,5,20,1,0.738
RS0001142,H002,2025/12/9 00:00,6,9,1,1,0,0,5,23,1,0.946
RS0001143,H003,2025/12/9 00:00,16,0,1,0,0,2,5,29,1,0.356
RS0001144,H004,2025/12/9 00:00,1,1,1,0,0,3,6,16,1,1
RS0001145,H005,2025/12/9 00:00,12,0,1,1,1,5,6,19,1,0.728
RS0001146,H001,2025/12/9 04:00,13,4,1,1,1,5,3,15,1,0.753
RS0001147,H002,2025/12/9 04:00,16,2,1,1,0,1,6,13,1,0.545
RS0001148,H003,2025/12/9 04:00,11,0,1,0,0,1,7,16,1,0.452
RS0001149,H004,2025/12/9 04:00,4,5,1,0,0,0,5,20,0,0.653
RS0001150,H005,2025/12/9 04:00,15,3,1,1,2,3,5,20,1,0.691
RS0001151,H001,2025/12/9 08:00,17,5,1,1,2,5,8,18,1,0.511
RS0001152,H002,2025/12/9 08:00,10,2,1,1,0,1,7,19,1,0.743
RS0001153,H003,2025/12/9 08:00,11,8,1,0,0,4,4,9,1,0.646
RS0001154,H004,2025/12/9 08:00,3,0,1,0,0,0,6,18,1,0.775
RS0001155,H005,2025/12/9 08:00,12,6,1,1,2,7,6,24,1,0.654
RS0001156,H001,2025/12/9 12:00,9,2,1,1,1,3,4,13,1,0.881
RS0001157,H002,2025/12/9 12:00,10,2,1,1,2,0,4,11,0,0.765
RS0001158,H003,2025/12/9 12:00,6,4,1,0,1,2,7,17,1,0.798
RS0001159,H004,2025/12/9 12:00,5,0,1,0,0,0,3,13,1,0.728
RS0001160,H005,2025/12/9 12:00,9,2,1,1,2,4,1,16,1,0.8
RS0001161,H001,2025/12/9 16:00,14,4,1,1,3,3,8,15,1,0.589
RS0001162,H002,2025/12/9 16:00,2,3,1,1,0,1,4,11,1,1
RS0001163,H003,2025/12/9 16:00,4,8,1,0,0,2,2,11,0,0.848
RS0001164,H004,2025/12/9 16:00,5,3,1,0,1,1,4,13,1,0.694
RS0001165,H005,2025/12/9 16:00,16,5,1,1,2,2,2,18,1,0.716
RS0001166,H001,2025/12/9 20:00,16,6,1,1,1,5,4,10,1,0.618
RS0001167,H002,2025/12/9 20:00,10,3,1,1,1,5,6,11,1,0.661
RS0001168,H003,2025/12/9 20:00,0,0,1,0,1,1,4,9,1,1
RS0001169,H004,2025/12/9 20:00,0,5,1,0,0,3,5,21,1,0.912
RS0001170,H005,2025/12/9 20:00,6,6,1,1,0,2,1,11,1,0.909
RS0001171,H001,2025/12/10 00:00,13,9,1,1,2,6,6,21,1,0.783
RS0001172,H002,2025/12/10 00:00,12,3,1,1,0,6,6,20,1,0.589
RS0001173,H003,2025/12/10 00:00,10,1,1,0,0,0,3,19,1,0.584
RS0001174,H004,2025/12/10 00:00,9,0,1,0,1,0,6,11,1,0.482
RS0001175,H005,2025/12/10 00:00,13,0,1,1,2,5,4,19,0,0.7
RS0001176,H001,2025/12/10 04:00,10,8,0,1,2,8,5,11,1,0.897
RS0001177,H002,2025/12/10 04:00,8,9,1,1,0,3,3,16,1,0.763
RS0001178,H003,2025/12/10 04:00,5,5,1,0,0,0,7,17,1,0.868
RS0001179,H004,2025/12/10 04:00,7,5,1,0,0,2,6,17,1,0.632
RS0001180,H005,2025/12/10 04:00,15,3,1,1,1,8,3,16,1,0.548
RS0001181,H001,2025/12/10 08:00,9,5,0,1,1,6,4,15,1,0.814
RS0001182,H002,2025/12/10 08:00,9,8,1,1,2,3,6,24,1,0.735
RS0001183,H003,2025/12/10 08:00,10,4,1,0,1,2,5,19,1,0.572
RS0001184,H004,2025/12/10 08:00,10,4,1,0,0,2,5,19,1,0.46
RS0001185,H005,2025/12/10 08:00,21,8,1,1,2,3,5,17,1,0.569
RS0001186,H001,2025/12/10 12:00,11,2,1,1,3,4,3,18,1,0.816
RS0001187,H002,2025/12/10 12:00,13,1,1,1,0,1,5,10,1,0.582
RS0001188,H003,2025/12/10 12:00,9,1,1,0,0,5,3,13,1,0.601
RS0001189,H004,2025/12/10 12:00,3,2,1,0,0,0,4,21,1,0.76
RS0001190,H005,2025/12/10 12:00,7,8,1,1,2,7,3,10,1,0.755
RS0001191,H001,2025/12/10 16:00,8,0,1,1,0,5,1,13,1,0.854
RS0001192,H002,2025/12/10 16:00,10,3,1,1,0,6,4,15,1,0.676
RS0001193,H003,2025/12/10 16:00,3,0,1,0,0,0,5,18,1,0.924
RS0001194,H004,2025/12/10 16:00,1,0,1,0,0,1,6,16,1,1
RS0001195,H005,2025/12/10 16:00,11,6,1,1,1,4,3,12,1,0.745
RS0001196,H001,2025/12/10 20:00,7,10,1,1,0,7,4,14,1,0.892
RS0001197,H002,2025/12/10 20:00,11,5,1,1,1,2,4,17,1,0.681
RS0001198,H003,2025/12/10 20:00,5,5,1,0,0,1,4,7,1,0.705
RS0001199,H004,2025/12/10 20:00,1,0,1,0,0,0,4,24,1,0.883
RS0001200,H005,2025/12/10 20:00,14,5,1,1,1,0,4,17,1,0.534
