shift_id,hospital_id,specialty,clinician_id,shift_label,shift_start,shift_end,on_call
SH000976,H002,外傷外科,C0028,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH000977,H002,外傷外科,C0029,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000978,H002,外傷外科,C0029,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH000979,H002,加護醫學,C0031,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH000980,H002,加護醫學,C0030,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000981,H002,加護醫學,C0030,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH000982,H002,放射科,C0032,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH000983,H002,放射科,C0032,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000984,H002,放射科,C0033,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH000985,H002,護理組長,C0035,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH000986,H002,護理組長,C0035,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000987,H002,護理組長,C0035,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH000988,H003,急診,C0037,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH000989,H003,急診,C0037,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000990,H003,急診,C0037,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH000991,H003,心臟內科,C0039,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH000992,H003,心臟內科,C0038,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000993,H003,心臟內科,C0038,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH000994,H003,神經內科,C0040,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH000995,H003,神經內科,C0041,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000996,H003,神經內科,C0040,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH000997,H003,外傷外科,C0043,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH000998,H003,外傷外科,C0043,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH000999,H003,外傷外科,C0042,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001000,H003,加護醫學,C0044,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001001,H003,加護醫學,C0044,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001002,H003,加護醫學,C0044,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001003,H003,放射科,C0047,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001004,H003,放射科,C0046,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001005,H003,放射科,C0047,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001006,H003,護理組長,C0049,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001007,H003,護理組長,C0048,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001008,H003,護理組長,C0049,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001009,H004,急診,C0050,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001010,H004,急診,C0050,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001011,H004,急診,C0050,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001012,H004,心臟內科,C0053,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001013,H004,心臟內科,C0053,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001014,H004,心臟內科,C0052,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001015,H004,神經內科,C0055,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001016,H004,神經內科,C0055,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001017,H004,神經內科,C0055,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001018,H004,外傷外科,C0057,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001019,H004,外傷外科,C0056,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001020,H004,外傷外科,C0056,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001021,H004,加護醫學,C0058,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001022,H004,加護醫學,C0059,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001023,H004,加護醫學,C0058,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001024,H004,放射科,C0061,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001025,H004,放射科,C0060,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001026,H004,放射科,C0060,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001027,H004,護理組長,C0062,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001028,H004,護理組長,C0063,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001029,H004,護理組長,C0063,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001030,H005,急診,C0065,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001031,H005,急診,C0065,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001032,H005,急診,C0065,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001033,H005,心臟內科,C0068,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001034,H005,心臟內科,C0068,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001035,H005,心臟內科,C0067,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001036,H005,神經內科,C0072,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001037,H005,神經內科,C0070,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001038,H005,神經內科,C0070,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001039,H005,外傷外科,C0075,夜班,2025/11/10 00:00,2025/11/10 08:00,1
SH001040,H005,外傷外科,C0075,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001041,H005,外傷外科,C0074,小夜班,2025/11/10 16:00,2025/11/11 00:00,1
SH001042,H005,加護醫學,C0077,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001043,H005,加護醫學,C0076,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001044,H005,加護醫學,C0078,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001045,H005,放射科,C0080,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001046,H005,放射科,C0081,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001047,H005,放射科,C0081,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001048,H005,護理組長,C0082,夜班,2025/11/10 00:00,2025/11/10 08:00,0
SH001049,H005,護理組長,C0083,日班,2025/11/10 08:00,2025/11/10 16:00,0
SH001050,H005,護理組長,C0083,小夜班,2025/11/10 16:00,2025/11/11 00:00,0
SH001051,H001,急診,C0001,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001052,H001,急診,C0002,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001053,H001,急診,C0002,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001054,H001,心臟內科,C0006,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001055,H001,心臟內科,C0006,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001056,H001,心臟內科,C0006,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001057,H001,神經內科,C0009,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001058,H001,神經內科,C0008,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001059,H001,神經內科,C0009,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001060,H001,外傷外科,C0010,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001061,H001,外傷外科,C0012,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001062,H001,外傷外科,C0012,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001063,H001,加護醫學,C0013,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001064,H001,加護醫學,C0014,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001065,H001,加護醫學,C0015,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001066,H001,放射科,C0017,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001067,H001,放射科,C0018,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001068,H001,放射科,C0016,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001069,H001,護理組長,C0021,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001070,H001,護理組長,C0020,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001071,H001,護理組長,C0020,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001072,H002,急診,C0022,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001073,H002,急診,C0022,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001074,H002,急診,C0023,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001075,H002,心臟內科,C0025,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001076,H002,心臟內科,C0025,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001077,H002,心臟內科,C0024,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001078,H002,神經內科,C0026,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001079,H002,神經內科,C0026,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001080,H002,神經內科,C0026,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001081,H002,外傷外科,C0029,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001082,H002,外傷外科,C0028,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001083,H002,外傷外科,C0029,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001084,H002,加護醫學,C0031,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001085,H002,加護醫學,C0030,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001086,H002,加護醫學,C0031,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001087,H002,放射科,C0033,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001088,H002,放射科,C0032,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001089,H002,放射科,C0033,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001090,H002,護理組長,C0035,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001091,H002,護理組長,C0035,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001092,H002,護理組長,C0035,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001093,H003,急診,C0037,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001094,H003,急診,C0036,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001095,H003,急診,C0036,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001096,H003,心臟內科,C0038,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001097,H003,心臟內科,C0039,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001098,H003,心臟內科,C0039,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001099,H003,神經內科,C0041,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001100,H003,神經內科,C0040,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001101,H003,神經內科,C0040,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001102,H003,外傷外科,C0042,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001103,H003,外傷外科,C0043,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001104,H003,外傷外科,C0043,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001105,H003,加護醫學,C0044,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001106,H003,加護醫學,C0044,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001107,H003,加護醫學,C0045,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001108,H003,放射科,C0047,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001109,H003,放射科,C0046,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001110,H003,放射科,C0047,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001111,H003,護理組長,C0049,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001112,H003,護理組長,C0048,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001113,H003,護理組長,C0048,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001114,H004,急診,C0050,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001115,H004,急診,C0051,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001116,H004,急診,C0050,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001117,H004,心臟內科,C0052,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001118,H004,心臟內科,C0053,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001119,H004,心臟內科,C0053,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001120,H004,神經內科,C0054,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001121,H004,神經內科,C0054,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001122,H004,神經內科,C0054,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001123,H004,外傷外科,C0056,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001124,H004,外傷外科,C0057,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001125,H004,外傷外科,C0056,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001126,H004,加護醫學,C0059,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001127,H004,加護醫學,C0058,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001128,H004,加護醫學,C0059,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001129,H004,放射科,C0060,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001130,H004,放射科,C0061,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001131,H004,放射科,C0061,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001132,H004,護理組長,C0063,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001133,H004,護理組長,C0062,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001134,H004,護理組長,C0062,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001135,H005,急診,C0066,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001136,H005,急診,C0064,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001137,H005,急診,C0064,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001138,H005,心臟內科,C0069,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001139,H005,心臟內科,C0069,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001140,H005,心臟內科,C0069,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001141,H005,神經內科,C0070,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001142,H005,神經內科,C0072,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001143,H005,神經內科,C0070,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001144,H005,外傷外科,C0075,夜班,2025/11/11 00:00,2025/11/11 08:00,1
SH001145,H005,外傷外科,C0075,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001146,H005,外傷外科,C0073,小夜班,2025/11/11 16:00,2025/11/12 00:00,1
SH001147,H005,加護醫學,C0077,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001148,H005,加護醫學,C0077,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001149,H005,加護醫學,C0077,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001150,H005,放射科,C0079,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001151,H005,放射科,C0080,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001152,H005,放射科,C0079,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001153,H005,護理組長,C0083,夜班,2025/11/11 00:00,2025/11/11 08:00,0
SH001154,H005,護理組長,C0082,日班,2025/11/11 08:00,2025/11/11 16:00,0
SH001155,H005,護理組長,C0083,小夜班,2025/11/11 16:00,2025/11/12 00:00,0
SH001156,H001,急診,C0003,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001157,H001,急診,C0002,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001158,H001,急診,C0001,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001159,H001,心臟內科,C0004,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001160,H001,心臟內科,C0004,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001161,H001,心臟內科,C0005,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001162,H001,神經內科,C0007,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001163,H001,神經內科,C0009,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001164,H001,神經內科,C0009,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001165,H001,外傷外科,C0012,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001166,H001,外傷外科,C0011,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001167,H001,外傷外科,C0012,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001168,H001,加護醫學,C0014,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001169,H001,加護醫學,C0013,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001170,H001,加護醫學,C0015,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001171,H001,放射科,C0018,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001172,H001,放射科,C0016,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001173,H001,放射科,C0017,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001174,H001,護理組長,C0019,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001175,H001,護理組長,C0019,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001176,H001,護理組長,C0020,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001177,H002,急診,C0023,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001178,H002,急診,C0023,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001179,H002,急診,C0023,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001180,H002,心臟內科,C0024,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001181,H002,心臟內科,C0025,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001182,H002,心臟內科,C0024,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001183,H002,神經內科,C0026,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001184,H002,神經內科,C0027,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001185,H002,神經內科,C0027,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001186,H002,外傷外科,C0029,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001187,H002,外傷外科,C0029,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001188,H002,外傷外科,C0029,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001189,H002,加護醫學,C0030,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001190,H002,加護醫學,C0031,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001191,H002,加護醫學,C0031,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001192,H002,放射科,C0032,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001193,H002,放射科,C0033,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001194,H002,放射科,C0033,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001195,H002,護理組長,C0034,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001196,H002,護理組長,C0034,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001197,H002,護理組長,C0034,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001198,H003,急診,C0037,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001199,H003,急診,C0037,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001200,H003,急診,C0036,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001201,H003,心臟內科,C0038,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001202,H003,心臟內科,C0039,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001203,H003,心臟內科,C0038,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001204,H003,神經內科,C0041,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001205,H003,神經內科,C0040,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001206,H003,神經內科,C0041,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001207,H003,外傷外科,C0042,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001208,H003,外傷外科,C0043,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001209,H003,外傷外科,C0043,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001210,H003,加護醫學,C0044,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001211,H003,加護醫學,C0045,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001212,H003,加護醫學,C0044,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001213,H003,放射科,C0047,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001214,H003,放射科,C0046,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001215,H003,放射科,C0047,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001216,H003,護理組長,C0049,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001217,H003,護理組長,C0048,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001218,H003,護理組長,C0049,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001219,H004,急診,C0050,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001220,H004,急診,C0050,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001221,H004,急診,C0051,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001222,H004,心臟內科,C0053,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001223,H004,心臟內科,C0053,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001224,H004,心臟內科,C0052,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001225,H004,神經內科,C0055,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001226,H004,神經內科,C0055,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001227,H004,神經內科,C0054,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001228,H004,外傷外科,C0056,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001229,H004,外傷外科,C0056,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001230,H004,外傷外科,C0056,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001231,H004,加護醫學,C0059,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001232,H004,加護醫學,C0059,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001233,H004,加護醫學,C0059,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001234,H004,放射科,C0060,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001235,H004,放射科,C0061,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001236,H004,放射科,C0060,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001237,H004,護理組長,C0063,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001238,H004,護理組長,C0063,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001239,H004,護理組長,C0063,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001240,H005,急診,C0064,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001241,H005,急診,C0064,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001242,H005,急診,C0065,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001243,H005,心臟內科,C0068,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001244,H005,心臟內科,C0067,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001245,H005,心臟內科,C0067,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001246,H005,神經內科,C0070,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001247,H005,神經內科,C0072,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001248,H005,神經內科,C0072,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001249,H005,外傷外科,C0074,夜班,2025/11/12 00:00,2025/11/12 08:00,1
SH001250,H005,外傷外科,C0075,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001251,H005,外傷外科,C0073,小夜班,2025/11/12 16:00,2025/11/13 00:00,1
SH001252,H005,加護醫學,C0076,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001253,H005,加護醫學,C0077,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001254,H005,加護醫學,C0077,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001255,H005,放射科,C0081,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001256,H005,放射科,C0081,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001257,H005,放射科,C0079,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001258,H005,護理組長,C0083,夜班,2025/11/12 00:00,2025/11/12 08:00,0
SH001259,H005,護理組長,C0084,日班,2025/11/12 08:00,2025/11/12 16:00,0
SH001260,H005,護理組長,C0083,小夜班,2025/11/12 16:00,2025/11/13 00:00,0
SH001261,H001,急診,C0003,夜班,2025/11/13 00:00,2025/11/13 08:00,0
SH001262,H001,急診,C0002,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001263,H001,急診,C0003,小夜班,2025/11/13 16:00,2025/11/14 00:00,0
SH001264,H001,心臟內科,C0004,夜班,2025/11/13 00:00,2025/11/13 08:00,1
SH001265,H001,心臟內科,C0005,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001266,H001,心臟內科,C0004,小夜班,2025/11/13 16:00,2025/11/14 00:00,1
SH001267,H001,神經內科,C0007,夜班,2025/11/13 00:00,2025/11/13 08:00,1
SH001268,H001,神經內科,C0009,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001269,H001,神經內科,C0007,小夜班,2025/11/13 16:00,2025/11/14 00:00,1
SH001270,H001,外傷外科,C0012,夜班,2025/11/13 00:00,2025/11/13 08:00,1
SH001271,H001,外傷外科,C0011,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001272,H001,外傷外科,C0012,小夜班,2025/11/13 16:00,2025/11/14 00:00,1
SH001273,H001,加護醫學,C0014,夜班,2025/11/13 00:00,2025/11/13 08:00,0
SH001274,H001,加護醫學,C0015,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001275,H001,加護醫學,C0013,小夜班,2025/11/13 16:00,2025/11/14 00:00,0
SH001276,H001,放射科,C0017,夜班,2025/11/13 00:00,2025/11/13 08:00,0
SH001277,H001,放射科,C0016,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001278,H001,放射科,C0018,小夜班,2025/11/13 16:00,2025/11/14 00:00,0
SH001279,H001,護理組長,C0021,夜班,2025/11/13 00:00,2025/11/13 08:00,0
SH001280,H001,護理組長,C0019,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001281,H001,護理組長,C0020,小夜班,2025/11/13 16:00,2025/11/14 00:00,0
SH001282,H002,急診,C0022,夜班,2025/11/13 00:00,2025/11/13 08:00,0
SH001283,H002,急診,C0022,日班,2025/11/13 08:00,2025/11/13 16:00,0
SH001284,H002,急診,C0022,小夜班,2025/11/13 16:00,2025/11/14 00:00,0
SH001285,H002,心臟內科,C0024,夜班,2025/11/13 00:00,2025/11/13 08:00,1
